title,paragraphs
The Candidates: Pete Buttigieg," Entire campaign  Thank you very much  Back West Side story is an explosion of every imaginable idea of what a musical can be, says New York magazine  The radioactive fallout must still be descending on Broadway this morning, says New York Herald Tribune"
The Candidates: Pete Buttigieg," The New York Times calls it the summit of the American Musical Theater  It's unlike anything America has known before, says The New Yorker It's the anthem of New York City  Previous begin, December 10th opens February 6 2020"
The Candidates: Pete Buttigieg," West Side Story on Broadway tickets at tele charge dot com Here's what else you need to know today on I did say to him, I'm busted Stumbling garden I think this is all going to blow up, and here we are"
The Candidates: Pete Buttigieg," In the latest public testimony before impeachment investigators, v  Ona Hill, the former top Russia expert on the National Security Council, recalled her growing frustration with Ambassador Cordon Soften as she realized he was pursuing a political agenda in Ukraine on behalf of President Trump"
The Candidates: Pete Buttigieg," He was being involved in a domestic political errant, and we were being involved in national security  Foreign policy on those two things had just divert"
The Candidates: Pete Buttigieg," Hill testified that when Trump in solid press Ukraine to investigate the discredited theory that you cream interfered in the 2016 election, they were playing directly into Russia's hands  Since Russia wants to deflect attention away from its interference"
The Candidates: Pete Buttigieg, This is a fictional narrative that has been perpetrated and propagated by the Russian security service's themselves
The Candidates: Pete Buttigieg," Thes fictions are harmful even if they're deployed for purely domestic political purposes and Israeli Prime Minister Benjamin Netanyahu was indicted on charges of bribery and fraud after a long running corruption investigation, throwing his political future into doubt at a moment when neither he nor his chief rival have been able to form a governing coalition"
The Candidates: Pete Buttigieg, Charges involve allegations that Netanyahu accepted hundreds of thousands of dollars in gifts in return for political favors and performed favors for Israeli media tycoons in exchange for favorable news coverage  The daily is made by feel
The Candidates: Pete Buttigieg," Balcombe, Andy Mills, Lisa Tobin, Rachel Quester, Lindsay Garrison, Andy Brown, Claire Tennis Scatter Page Coward, Michel Simon Johnson, Brad Fisher, Larissa Anderson, Wendy Door, Chris Would, Jessica Chung, Alexandra Leo, Jonathan Wolff, Lisa Chow, Eric Crump, Key, Mark George, Luke, Vander Blue, A"
The Candidates: Pete Buttigieg," Diesel, Egan, Kelly, Prom, Julia Longoria, Sindhu Nana Some Window, Jasmine Aguilera, M  J  Davis, Lynn, Austin Mitchell, Monica F  Stati, Ava Sayer, Quevedo, Nina Potluck and Dan Powell"
The Candidates: Pete Buttigieg," Our theme music is by Jim Brandenburg and Ben Lands, Work of Wanderley Special thanks to Sam Dolnick, Makayla, Bouchard, Julia Simon, Stella Tail, Lauren Jackson and Bianca gave her That's it for the daily I'm likeable  Borrow  See you on Monday"
The Latest: The Irregular Channel,it just started with a whistle  Blowers complain about President Trump's contact with a foreign leader  Had a perfect phone call with the president of Ukraine  Like I mean perfect  Today I'm announcing the House of Representatives moving forward with an official impeachment in court
The Latest: The Irregular Channel, I have no interest in announcing outcome of your inquiry in any particular direction except about the truth
The Latest: The Irregular Channel," It's Mike Schmidt in the Washington bureau of the New York Times, as we've talked about before, the whole point of these hearings for the Democrats is to create an ah ha moment for the American public, a moment that would help build support for impeachment"
The Latest: The Irregular Channel, But the latest is that what we saw today is that there are also ah ha moments happening for the players in this story
The Latest: The Irregular Channel," Um, is the microphone on? I believe it is now is perfect that as the witnesses were watching each other testifying, they themselves are coming to understand what was going on around them during this saga, major things that they did not fully understand in the moment"
The Latest: The Irregular Channel," Thank you again, Mr Chairman, Mr  Chairman, ranking member newness and members of the committee  Thank you for inviting me to testify before you today, I have a short opening statement  So today's witness was Fiona Hill, one of the top national security officials dealing with Ukraine"
The Latest: The Irregular Channel, I take great pride in the fact that I'm a non parties on foreign policy expert  It was served under three Republican and Democratic presidents
The Latest: The Irregular Channel," She was part of team normal government foreign policy, meaning she was very upset when characters like Re Giuliani and specifically Gordon Sandlin, the trump donor turned you ambassador that we heard from yesterday, showed up and basically started doing her job  Very unfortunate"
The Latest: The Irregular Channel," Hide a bit of a blow up with Ambassador Sunland, and I had a couple of testy encounters with him  One of those was in June 18 when I actually said to him, Who put you in charge of Ukraine? And I'll admit I was a bit rude on"
The Latest: The Irregular Channel," That's when he told me the president would shut me up  She's saying that at the time she experienced Gordon Sandlin is this kind of rogue agent  Is someone operating outside the normal channels of government? I had to say, but often when women show anger, it's not fully appreciated"
The Latest: The Irregular Channel," It's often, you know, pushed onto emotional issues, perhaps, or deflected onto other people on What I was angry about was that he wasn't coordinating with us  So I was upset with him that he wasn't fully telling us about all of the meetings that he was having"
The Latest: The Irregular Channel," And he said to me, But I'm briefing the president  I'm breeding chief of stuff Mulvaney  I'm briefing Secretary Palm Pill and I've talked to Ambassador Bolton  Who else do I have to deal with? And he's telling her at the time, I'm telling everyone who needs to know"
The Latest: The Irregular Channel," The point is we have a robust into agency process that deals with Ukraine  It includes Mr Holmes that includes Ambassador Taylor's  The Sharjah in Ukraine is includes a whole load of other people, but she's not getting it"
The Latest: The Irregular Channel," She thinks that he's hiding things from her, that he's not telling other diplomats that he's just off on his own, having his own policy  It's on Lee when someone starts to testify yesterday that she realizes"
The Latest: The Irregular Channel," But it struck me one yesterday when you put up on the screen ambassador's son Lindsey, males on who was on these e mails, and he said these the people who need to know that he was absolutely right  Her anger, it's online, was misplaced and kind of missed"
The Latest: The Irregular Channel, The point from Sahlins perspective  He's the normal channel  There's nothing irregular about it  He's just doing what the president told him because he was being involved in a domestic political errand and we were being involved in national security
The Latest: The Irregular Channel," Foreign policy on those two things had just diverged, so he waas correct, and I had not put my finger on the out that at the moment  But I was irritated with him, and I did say to him, I'm busted a Sunland garden"
The Latest: The Irregular Channel," I think this is all going to blow up and here we are, So it's pretty remarkable"
The Latest: The Irregular Channel," In her testimony today, Fiona Hill is saying that as she watched Gordon someone testify yesterday she realized that Fiona Hill and the other career diplomats they were the ones who were on the outside looking in"
The Latest: The Irregular Channel," They had become the irregular channels, and it was at that moment that I started to realize how those things that diverged and I realized in fact that I wasn't really being fair to him, busted a Sunland because he was carrying out what he thought he had been instructed to carry out, and we were doing something that we thought was just a CZ, perhaps even more important, but it wasn't in the same channel"
The Latest: The Irregular Channel, So what sort of this incredible image you have all these characters in this drama  Some of them have worked closely alongside one another  Some of them briefly intersected some of never even actually met before  But they're now forever linked because they're witnesses in this impeachment inquiry
The Latest: The Irregular Channel," And what we saw, at least today, is that by bringing them all together in this forum, they're learning about their own shared story at the same time than Americans air learning about it themselves  It speaks to the complexity of this whole thing"
The Latest: The Irregular Channel," If we're finding it hard to understand, we should be humbled by the fact that so are the people who were there  So that's the latest  Sometimes a single moment can change everything"
The Latest: The Irregular Channel," I used to stay up late at night with my dad watching movies on TV, and one night he cried, Um, Alicia Burke, host of the new podcast that made all the difference"
The Latest: The Irregular Channel, I talked to achievers like documentary filmmaker Ken Burns about the moments that inspired them to make an impact
The Latest: The Irregular Channel, I knew that there was some power to film that I wanted to be a part of you confined that made all the difference Anywhere you get your podcasts created by Bank of America  What would you like the power to d'oh!
‘We Followed the President’s Orders’,"from New York Times  Unlikable borrow  This is daily  Gordon is a trump donor turned you ambassador turned witness in the impeachment inquiry, whose testimony has been contradicted on multiple occasions today how both Democrats and Republicans on the House Intelligence Committee chooses to handle their most complicated witness today"
‘We Followed the President’s Orders’," It's Thursday, November 21st  Give us a sense of what it felt like to be in that room this morning, as the committee prepared to hear from  Gordon saw on this very complicated with us"
‘We Followed the President’s Orders’," So we knew that in the middle of this jam packed week of impeachment testimony, Gordon someone's appearance was going to be something different  Nick Van Does was in the capital for someone's testimony"
‘We Followed the President’s Orders’," Sunlen has really been described by almost everybody as having been in the middle of this pressure campaign on Ukraine this summer  Now there was particular anticipation because someone's story, unlike some other witnesses, has evolved as time has gone on"
‘We Followed the President’s Orders’," So when he first came in and spoke in private with investigators in October, he was pretty unclear about whether or not the president was trying to leverage White House meeting or security aide for Ukraine to get the investigations that he wanted  He told them repeatedly"
‘We Followed the President’s Orders’," I can't remember this  I can't remember that  Well, after that happened, someone submitted a supplement to his testimony in writing up  Do that instead  Actually, I do think there was a quid pro quo"
‘We Followed the President’s Orders’, And so there was a lot of anticipation heading into his testimony as to which Gordon someone would show up
‘We Followed the President’s Orders’, What story was he going to tell us? You're gonna copped all these different things? How is he gonna treat the president has you gonna treat his own evolving story? And it really felt like it could go either way
‘We Followed the President’s Orders’," So what happens? How does this much anticipated hearing again? Show a little after nine o'clock Gordon, someone walks into the same grand hearing room where all the impeachment hearings have been taking place  Chairman Shift dropped his counter"
‘We Followed the President’s Orders’," And then, after taking an oath to tell the truth and nothing but the truth so help you God, someone sits down and begins reading from a pretty thick stack of papers and opening statement that he's brought with him"
‘We Followed the President’s Orders’," And he starts by saying that I have not had access to all of my phone records  State department e mails and many, many other State Department documents"
‘We Followed the President’s Orders’," His job is made more difficult by the fact that he has not been allowed to go back to the State Department look, ATT notes or records that might be able to fill in his recollections"
‘We Followed the President’s Orders’," Having access would have been very helpful to me and trying to reconstruct, with whom I spoke unmet and when and what was set seems to be a nod at the fact that his story is in the most generous sense evolving"
‘We Followed the President’s Orders’," And he begins to tell the story about his involvement with Ukraine policy  Over the last say, five or six months, the U  S delegation developed a very positive view of the Ukraine government"
‘We Followed the President’s Orders’, He begins talking about a meeting with President Trump in May in the Oval Office after he attended the inauguration of Ukraine's new president
‘We Followed the President’s Orders’," Unfortunately, President Trump was skeptical in response to our persistent efforts in that meeting to change his views, President Trump directed us to quote talk with Rudy  We weren't happy with the president's directive to talk with Rudy  We did not want to involve Mr Giuliani"
‘We Followed the President’s Orders’," What he then starts to unspool is a set of facts and meetings that we've now heard a lot about in the last couple of months  Simply put, we were playing the hand we were dealt"
‘We Followed the President’s Orders’," We all understood that if we refuse to work with Mr Giuliani, we would lose a very important opportunity to cement relations between the United States and Ukraine  So we followed the president's orders"
‘We Followed the President’s Orders’," How you know Mae became June became July and then August, and it became clear to him over time that President Trump, through his lawyer, Mr Giuliani, and through actions that he took wanted to extract from the Ukrainians certain politically beneficial investigations"
‘We Followed the President’s Orders’," And at one point, pretty early in his statement, he addresses the Latin phrase that has been confusing everyone"
‘We Followed the President’s Orders’," If this is going along, Was there a quid pro quo? Was it a quid pro quo of this for that? Or was it not? And, he says, with regard to the requested White House call and the White House meeting, the answer is yes, unequivocally that far as I'm concerned, there was a quid pro quo around the White House meeting, right, and I was struck by how casually he says that this thing that is very much at the center of the entire inquiry and the thing that has been contested by other witnesses"
‘We Followed the President’s Orders’, He states in a very authoritatively without reservation  Now he's a little bit more cautious about whether or not there was a quid pro quo around the suspended military assistance  In July and August of 2019 we learned that the White House had also suspended security aid to Ukraine
‘We Followed the President’s Orders’," I tried diligently to ask why the aid was suspended, but I never received a clear answer  Still haven't to this day"
‘We Followed the President’s Orders’," So he came to conclude by August that that, too, was dependent on Ukraine announcing these investigations that the president wanted committing to the investigations of the 2016 elections and charisma as Mr Giuliani had demanded"
‘We Followed the President’s Orders’," Now someone has another clear objective is he's laying out his story, and that is to defend himself against the testimony from other witnesses who have tried to describe him as either a rogue actor or somebody that was working through an improper diplomatic channel"
‘We Followed the President’s Orders’," I'm not sure how someone could characterize something as an irregular channel when you're talking to the president, the United States secretary of State the National Security Advisor, the chief of staff of the White House, Secretary of energy  I don't know how that's irregular"
‘We Followed the President’s Orders’," If a bunch of he says no, this was the real channel  I was working with the president, United States"
‘We Followed the President’s Orders’," I was working with top American diplomats and officials, and not only was it proper, but all of those people knew what I was up to and what we were trying to accomplish as this went along  Within my State Department e mails, there is a July 19th email"
‘We Followed the President’s Orders’," This email was sent  This email was sent to Secretary Pompeo Secretary Perry Ryan McCormick, who is Secretary Perry's chief of staff at the time"
‘We Followed the President’s Orders’," Basically, you know, if if for weeks we've had witness after witness and certainly the White House and the Republicans willing to throw Gordon someone under the bus to try and push all of this on to him as a kind of lone wolf, I mean, he was taking everybody under the bus with him"
‘We Followed the President’s Orders’, Chief of Staff Mulvaney and Mr Mulvaneys senior adviser Rob Blair
‘We Followed the President’s Orders’," A lot of senior officials these e mails show that the leadership of the State Department, the national security Council and the White House were all informed about the Ukraine efforts, right? He's saying Everybody who now wants to distance themselves from me They were actually all in blue"
‘We Followed the President’s Orders’," That's right  It's a phrase he uses several times  It was no secret everyone's in  Everyone was in the loop, in bloom again  In the everyone was in the loop, they were in the loop  There was a September 1st meeting with President Zelinsky and Warsaw"
‘We Followed the President’s Orders’," During the actual meeting, President Zelinsky raised the issue of security assistance directly with Vice president Pence, and the vice president said that he would speak to President Trump about it  And what's the significance of what he's saying here? I mean, in theory, this is very explosive"
‘We Followed the President’s Orders’," The vice president, the secretary of state are being in Sahlins testimony directly drawn into this right? He's trying to make the point that this wasn't just me, like everyone understood this to be Trump's objective out of this relationship, and we were all working toward that, and nobody found it unusual that I was doing what I was doing"
‘We Followed the President’s Orders’," I sent Secretary Pompeo an email to express my appreciation for his joining a series of meetings in Brussels following the Warsaw trip  I wrote Mike, Thanks for schlepping to Europe"
‘We Followed the President’s Orders’," I think it was really important and the chemistry seems promising, really appreciate it, Secretary Pompeo replied the next day on Wednesday, September 4th quote all good  You're doing great work  Keep banging away  And with that, someone completes his opening statement remains an honor to serve"
‘We Followed the President’s Orders’," The people of the United States is their United States ambassador to the European Union  I look forward to answering the committee's questions, Thank you"
‘We Followed the President’s Orders’," And if the Democrats turn for 45 minutes to begin asking questions, we will now proceed the first round of questions as the chairmanship has a few of his own"
‘We Followed the President’s Orders’," But mostly he passes the mic over to Dan Goldman, who is his chief investigator, who's been playing a role in these hearings, questioning witnesses directly  Mr"
‘We Followed the President’s Orders’," Goldman, Thank you, Mr Chairman, In your opening statement, Ambassador Sunlen, you detailed the benefits that you have gained from obtaining some additional documents over the past few weeks"
‘We Followed the President’s Orders’," Is that right? In terms of refreshing my recollection that right, because he doesn't shy away from what becomes clear over the course  The day is a pretty shoddy memory on the part of someone you have remembered a lot more then you did when you were deposed"
‘We Followed the President’s Orders’," Is that right? That's correct  And one of the things that, and in doing that, Goldman does something interesting, which is that the ambassador  Taylor also testified under oath that you said that President Trump wanted Zelinski in a public box  Do you recall using that expression? Yeah, goes"
‘We Followed the President’s Orders’, He repeatedly leans on those witnesses with better memories or people who took contemporaneous notes  Do you have any reason to question Ambassador Taylor's testimony based on his meticulous and careful contemporaneous notes? I'm not gonna question or not question  I'm just telling you what I believe
‘We Followed the President’s Orders’," I I was was referring to to describe things that someone told them or that describe things that someone did and basically asked someone to confirm that these things happen  Let me fast forward a week and show you another text exchange, which may help refresh your recollection"
‘We Followed the President’s Orders’," On September 8th, you sent a text to Ambassador Taylor and Ambassador Volker  Can you read what you wrote there to basically bring someone up in tow line with testimony they've gotten from other people about him"
‘We Followed the President’s Orders’," So you do acknowledge you spoke to President Trump, as you indicated in that text, right? If I said I did, I did"
‘We Followed the President’s Orders’," And that's important as they move towards writing report, and presenting a kind of full case about what happened to the American people helps eliminate some of the discrepancies in the testimony they've gotten"
‘We Followed the President’s Orders’," Which of these exchanges stood out to you? Well, one in particular is fresh in my mind because we just learned about it for the first time last week"
‘We Followed the President’s Orders’, And one of the things that you now remember is the discussion that you had with President Trump on July 26th in that restaurant in Kiev  Right now
‘We Followed the President’s Orders’," Remember, that's the day after Trump himself spoke to Zelinski and told them that I want these investigations into the Bidens in 2016 other witnesses have described someone basically speaking on the phone with the president, who was speaking so loud that he had to hold the phone away for his ear"
‘We Followed the President’s Orders’," He claims to have overheard part of the conversation, and I'm not going to dispute what he did or didn't hear others could over here  President Trump asking about quote unquote the investigations  And Sandlin assured him, you know, don't worry"
‘We Followed the President’s Orders’," With some expletives laid in, President Zelinsky will do whatever you want, right? Cause Ukraine loves your tush  Uh, something like that  Well, he also testified that President Zelinsky quote loves your ass unquote"
‘We Followed the President’s Orders’," Do you recall saying that? Yeah, it sounds like something I would say, Huh? And what he basically does over the course of this back and forth, is says, putting it in Trump speak by saying he loves your ass"
‘We Followed the President’s Orders’," He'll do whatever you want, met that he would really work with us on a whole host of issues  You've heard the president  Or that's how President Trump and I communicate a lot of four letter words in this case, three letters  He also contest a couple of small points"
‘We Followed the President’s Orders’," I don't think I would have said that I would have  I would have  But in the end, he confirms the essence of the story as it's been related by other witnesses"
‘We Followed the President’s Orders’," And for the first time, I have established that that happened again, tryingto reconstruct a very busy day without the benefit  But if someone said I had a meeting on, I went to the meeting, then I'm not going to dispute that"
‘We Followed the President’s Orders’," So it's kind of familiar mix of Sandlin's self protection, lack of recall but overall damning testimony  I think that's right"
‘We Followed the President’s Orders’," So the Democrats wrap up their questioning, concludes our 45 minutes and after weeks of investigation, literally hundreds of hours of testimony and private and in public, they finally gotten from a lead witness who had direct access to the president statement admission of one of the things that they've been looking for him trying to prove out all along that this White House meeting, an official act, was conditioned upon Ukraine publicly announcing investigations and that someone, a top official, also believed that the withheld aid money that that would only flow to if the investigations were announced"
‘We Followed the President’s Orders’," And so it's with that in front of them  When we take a five or 10 minute break, thank you"
‘We Followed the President’s Orders’," That shift abruptly gavels the hearing into a pause, someone inexplicably at first, and then we quickly see why, as you walks out behind the chamber, I just want to make a couple quick observations while we're on a break here to a bank of cameras where he begins to talk about"
‘We Followed the President’s Orders’," What just took place on what we have just heard from Ambassador Song Lynn is that the knowledge of this scheme was a basic quid pro quo, which all of course, carried it live in the middle of the proceedings and when he was done"
‘We Followed the President’s Orders’, So I think a very important moment in the history of this wrapped up and walked right back into the hearing room and gaveled the thing back in  Decision
‘We Followed the President’s Orders’," Come to order now for that wasn't lost on Devin Nunes, the top Republican on the committee who quickly called Schiff out  Thank the gentleman for those of you watching at home, that was not a bathroom break"
‘We Followed the President’s Orders’," That was actually a chance for the Democrats to go out and hold a press conference  Ambassador for all the supposed bombshells that was in your opening testimony  So there's quite a bit of bad blood, obviously, between the two sides"
‘We Followed the President’s Orders’, But I don't think that this helped we'll be right back  Support for this podcast and the following message come from uber  Uber is committed to safety and to continuously raising the bar to help make safer journeys for everyone
‘We Followed the President’s Orders’," For starters, all drivers are background checked before their first ride and screened on an ongoing basis  And now Uber has introduced a brand new safety feature called Fried Check, which can detective a trip goes on, usually off course and check in to provide support toe"
‘We Followed the President’s Orders’, Learn more about uber's commitment to safety  Visit uber dot com slash safety
‘We Followed the President’s Orders’," So once we're back, given that the Democrats have already sort of embraced the messiness and unreliability of Gordon Sandlin and addressed it pretty directly, what is the Republican strategy when it's their turn to question? Well, Republicans air looking at the same guy and the same tendencies, and they see amazing opportunity to weaponize it in defense of the president"
‘We Followed the President’s Orders’," Hello again, ambassador  So it's left to Steve Castor, who's the Republicans lawyer in all of this to start trying to do that work  Just want to go through some distinctions between your your opener"
‘We Followed the President’s Orders’," In your deposition, there's a phone call that someone has where he says he was getting such mixed signals and couldn't get answers about what Trump wanted from Ukraine and why he was withholding the aid money  And I was getting tired of going around in circles"
‘We Followed the President’s Orders’," Frankly, So I made the call and he asked President Trump, just kind of point blank  What do you want from Ukraine? And that's when I got the answer  He was unequivocal  Nothing, the president tells him  I don't want a quid pro quo  I don't want anything from Ukraine"
‘We Followed the President’s Orders’, They should just do what's right  They should do  What's Lewinsky said he was gonna do? And Republicans kept going back to this call again and again and again  Not me
‘We Followed the President’s Orders’," If there's anything sinister or nefarious in any of this, uh, Vanilla request about corruption called Sam, I'm away to Ukraine  A five minute call you didn't remember  It's significant  A call that you made where the president said, I want nothing  I want no quid pro quo"
‘We Followed the President’s Orders’," I want Zielinski to do the right thing  I want him to do what he ran on and him telling you to go tell Congress the truth, anything sinister or nefarious about any of that, not the way you present okay"
‘We Followed the President’s Orders’," And that because in this case, is they pointed out  You know, when the president is speaking directly to someone, he's saying no quid pro quo  I don't want anything in particular from the Ukrainians"
‘We Followed the President’s Orders’, And you told Mr Castor that the president never told you that the announcement had to happen to get anything
‘We Followed the President’s Orders’," In fact, he didn't just not tell you that he explicitly said the opposite for the most senior figure and the most involved figure in all this from the Trump administration who declares that this was a quid pro quo is simultaneously testifying that the president gets on the phone with him and says, This is no quid pro quo That is complicated"
‘We Followed the President’s Orders’," It is  It's very complicated  And if you're listening at home and listening to Republican questioning their able, I think, to raise some doubts about this account that he's giving  If you pull up CNN today right now, they're  Banner says Sandlin ties Trump to withholding aid"
‘We Followed the President’s Orders’," Is that your testimony today, Mr Master Silent that you have evidence that Donald Trump tied the investigation because I don't think you're saying that  And in this questioning, you know, someone says, I didn't hear anything directly I've said repeatedly, Congressman, I was presuming"
‘We Followed the President’s Orders’," I also said that President Trump, so no one, not just the president Giuliani didn't tell you Mulvaney didn't tell you nobody Pompeo didn't tell you  Nobody else on this planet told you that Donald Trump was tying aid to these investigations  Is that correct? I think I already testified"
‘We Followed the President’s Orders’, Answer the question  Yes or no? Yes  And why do you think they're so focused on that? What the president hold him versus what he has concluded from all the information and conversations around him
‘We Followed the President’s Orders’," Republicans argument is basically that if you're going to impeach the president, you know, we need to know directly what his intentions were, what he told you  That's evidence  That's primary, What you concluded  I mean, that's that's no better than what we heard from other witnesses  It's hearsay"
‘We Followed the President’s Orders’, That's when I noticed it  So you know what hearsay evidence is? Ambassador here stays when I testify What someone else told me  You know what made up testimony is made up
‘We Followed the President’s Orders’," Testimony is when I just presume it, you're just assuming all of these things, and then you're giving them the end evidence that they're running out of doing press conferences"
‘We Followed the President’s Orders’, And CNN's headline is saying that you're saying the President of States should be impeached because he tied aid to investigations and you don't know that correct? I never said the president  United States should be impeached
‘We Followed the President’s Orders’, So as this hearing starts to wind down after five or six hours of this back and forth after a pretty explosive and direct opening statement and then cross examination and examination and more cross examination spirits are starting to flag a little bit in the hearing room  Mr  Maloney
‘We Followed the President’s Orders’," Mr Master, let's pick up right there  There's an exchange near the end with Sean Patrick Maloney, a Democrat of New York  Let me ask you something"
‘We Followed the President’s Orders’," Who would have benefited from an investigation of the president's political opponents? I don't want to characterize who would have been who would not have  I know you don't want to, sir  That's my question  Which would you answer it for me and baloney"
‘We Followed the President’s Orders’," You know, seeming to kind of burst forth with Democratic frustration that's been boiling beneath the surface all day, basically says, I guess I guess I'm having trouble"
‘We Followed the President’s Orders’," Why? You can't just say When he asked about investigations, I assumed he meant I know what you a symphony, but who would benefit from an investigation of the buttons? I assume President Trump would been there"
‘We Followed the President’s Orders’," We have it see? Didn't hurt a bit, did it? But let me ask you something, Mr Bologna  Hold on  Excuse me  I've been very forthright, and I really resent what you're trying to  Fair enough  You've been very forthright  This your third try to do so, sir"
‘We Followed the President’s Orders’, Didn't work so well the first time did it  And now we're here 1/3 time  We got a doozy of a statement from you this morning  There's a whole bunch of stuff you don't recall
‘We Followed the President’s Orders’," So all due respect, sir, we appreciate your candor, but let's be really clear on what it took to get it out of you  And that's kind of the tone  As this hearing begins to come to an end, Democrats are frustrated about some things  Republicans are frustrated about something"
‘We Followed the President’s Orders’," Sunlen, who's trying to catch a flight back to Brussels, eyes certainly frustrated by some things  And we've had a pretty complex and conflicting day of testimony where some people seem to be coming away quite happy, but not perfectly so"
‘We Followed the President’s Orders’," So is this unreliable witness turning out to be the most important witness in this inquiry? Or is he just an unreliable witness? Well, the thing about Solomon is that Democrats will tell you"
‘We Followed the President’s Orders’," You know, prosecutors successfully bring cases all the time on highway flawed witnesses who maybe don't even have a great history with the truth  But that doesn't mean that what they're saying isn't true in a given scenario"
‘We Followed the President’s Orders’," And in this case, it's important to remember what he's saying is incredibly politically inconvenient for him  He still work for the president, United States  We donated a bunch of money to and whose policies he believes in, that that that itself lends it some power and credibility"
‘We Followed the President’s Orders’," Democrats seem to be emerging from today more comfortable and more certain that they need to bring forward this case of the president, abusing his office of committing high crimes and misdemeanors worthy of impeachment and putting it before the American people  Thank you, Nick"
‘We Followed the President’s Orders’," Thanks for having Michael for the next few weeks will be covering the latest developments in the impeachment inquiry  In our new podcast, it's called the latest"
‘We Followed the President’s Orders’," You can hear these episodes at the end of the day right here on the daily, or subscribe to the latest wherever you listen well, very back  I've always thought of food as love as life  My name is Judy Ju"
‘We Followed the President’s Orders’," I left a career in finance to pursue what I love now that I have my own restaurants  I know this was the best decision for me, but it was daunting"
‘We Followed the President’s Orders’," Then what drives us when we're faced with life changing decisions to get a better understanding of the art and science of decision making? I've collaborated with the McAllen, and here's what I learned about the choices that shaped my life"
‘We Followed the President’s Orders’," Follow my story at nytimes dot com slash the McAllen  Here's what else you need to know today how the ambassador suddenly get there  You know, this is not a man who had any qualifications except one  He wrote a shack for a $1,000,000 in the fifth"
‘We Followed the President’s Orders’," Democratic presidential candidates expressed outrage over Wednesday's testimony in the impeachment inquiry, with Senator Elizabeth Warren accusing President Trump of selling off key ambassadorships to wealthy donors like boarding Sondra And that tells us about what's happening in Washington"
‘We Followed the President’s Orders’," But with Mayor Pete Footage now leading the polls in Iowa, the first state to pick a Democratic nominee, several of his rivals, including Senator Amy Klobuchar, sought to challenge his credentials and experience just like I have won statewide and mayor, I have all appreciation for your good work is a local official"
‘We Followed the President’s Orders’," And you did not when you tried  I also have actually done this work  I think experience shouldn't matter  Booted fired back, suggesting that the federal experience of his opponents was its own liability  So first of all, Washington experience is not the only experience that matters"
‘We Followed the President’s Orders’, Is more than 100 years of Washington experience on this stage  And where are we right now? Is a country that's daily  I'm Michel tomorrow  See tomorrow  Sometimes a single moment can change everything
‘We Followed the President’s Orders’," I used to stay up late at night with my dad watching movies on TV, and one night he cried  Um, Alicia Burke, host of the new podcast that made all the difference"
‘We Followed the President’s Orders’, I talked to achievers like documentary filmmaker Ken Burns about the moments that inspired them to make an impact
‘We Followed the President’s Orders’," I knew that there was some power to film that I wanted to be a part of you confined that made all the difference anywhere you get your podcasts created by Bank of America, what would you like the power to d'oh"
The Latest: ‘Everyone Was in the Loop’,"it started with a whistle  Blowers complain about President Trump's contact with a foreign leader  Had a perfect phone call with the president of Ukraine  Like I mean perfect  Today, I'm announcing the House of Representatives moving forward with an official impeachment inquiry"
The Latest: ‘Everyone Was in the Loop’," We are joined this afternoon by Ambassador Gordon Sunland  I'm sorry this morning  It was a long day yesterday  Hey, it's Julie Davis in the Washington Bureau of the New York Times  So today we saw the most complicated witness in these impeachment hearings to date, Gordon Sandlin"
The Latest: ‘Everyone Was in the Loop’, I expect that few Americans have heard my name before these events  This is the Trump donor turned diplomat  The highest honor in my public life came when President Trump asked me to serve as the United States ambassador to the European Union
The Latest: ‘Everyone Was in the Loop’," So right out of the gate in his opening statements, was there a quid pro quo? Sandlin is dropping bombs with regard to the requested White House call and the White House meeting  The answer is yes, he says yes  There was clearly a quid pro quo"
The Latest: ‘Everyone Was in the Loop’," I e mailed Secretary Pompeo directly  Secretary of State Mike Pompeo knew what was going on  I mentioned Vice president Pence  Before the meetings, Vice President Mike Pence knew what was going on"
The Latest: ‘Everyone Was in the Loop’," The suggestion that we were engaged in some irregular or robe diplomacy is absolutely false, and there's really no back channel because everyone was in the loop  Everyone was in the loop"
The Latest: ‘Everyone Was in the Loop’, It was no secret to Anyone was going on and he had the full buy in of the whole government on this  Everyone was informed via email on July 19 but the latest is It's complicated
The Latest: ‘Everyone Was in the Loop’," So far in these hearings, we've been getting testimony from career diplomats, former military types who are very formal in their testimony  They're trained to keep notes  They have extemporaneous notes, They have memos  They have methodical accounts of what happened and documents in some cases to back it up"
The Latest: ‘Everyone Was in the Loop’," They've got the receipts  As you might say, Sunlen is a totally different type of character  You confirmed to President Trump that President Zelinsky quote loves your ass unquote  Do you recall saying that? Yeah, it sounds like something I would say Here he is"
The Latest: ‘Everyone Was in the Loop’," This guy is ah, wealthy hotel magnet from Oregon  He's a political donor  He's new to being a diplomat, and he he doesn't have any of those things  The Democrats lawyer Dan Goldman, points this out right away  You are not a note taker, right? Not a note taker"
The Latest: ‘Everyone Was in the Loop’, Never have been  Doesn't take notes  He doesn't have this all written down
The Latest: ‘Everyone Was in the Loop’," He can't really remember some of the conversations that he's being asked about, but certainly based on the additional memory that you have gained over the past few weeks from reading the testimony of others based on their notes and reviewing your own documents, you have remembered a lot more than you did when you were deposed"
