Who Really Attacked Saudi Arabia?,"<p>President Trump is saying that Iran appears to be responsible for the weekend attacks on oil facilities in Saudi Arabia. We look at where things are likely to go from here. Guest: David E. Sanger, a national security correspondent for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>President Trump said that the United States was prepared for war if necessary, but that <a href=""https://www.nytimes.com/2019/09/16/world/middleeast/saudi-oil.html?smid=pc-thedaily"" target=""_blank"">he would “like to avoid” a military conflict with Iran</a>.</li><li>Mr. Trump’s response to the attacks offered insight into <a href=""https://www.nytimes.com/2019/09/16/us/politics/trump-saudi-tweet.html?smid=pc-thedaily"" target=""_blank"">his deference to the Saudi royal family</a>.</li></ul>","Tue, 17 Sep 2019 09:54:16 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/1873393e-f42d-4445-b848-b479254cc041.mp3']
The C.I.A. Spy Inside the Kremlin,"<p>Last week, CNN broke the story that the United States had secretly extracted a top spy from Russia in 2017. What does that mean now for American intelligence operations? Guest: Julian E. Barnes, who covers national security for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>The Moscow informant was <a href=""https://www.nytimes.com/2019/09/09/us/politics/cia-informant-russia.html?smid=pc-thedaily"" target=""_blank"">instrumental to the C.I.A.’s conclusion</a> that President Vladimir V. Putin had ordered and orchestrated Russia’s election interference campaign.</li></ul>","Mon, 16 Sep 2019 09:52:20 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/091b8536-d5ac-4380-9eb4-d2ac45459095.mp3']
"‘1619,’ Episode 4: How the Bad Blood Started","<p>Today on “The Daily,” we present Episode 4 of “1619,” a New York Times audio series hosted by Nikole Hannah-Jones. You can find more information about it at <a href=""https://www.nytimes.com/1619podcast"" target=""_blank"">nytimes.com/1619podcast</a>.</p><p>Black Americans were denied access to doctors and hospitals for decades. From the shadows of this exclusion, they pushed to create the nation’s first federal health care programs. Guests: Jeneen Interlandi, a member of The New York Times’s editorial board and a writer for The Times Magazine, and Yaa Gyasi, the author of “Homegoing.”</p><p>Background reading:</p><ul><li>“One hundred and fifty years after the freed people of the South first petitioned the government for basic medical care, the United States remains the only high-income country in the world where such care is not guaranteed to every citizen,” <a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/universal-health-care-racism.html"" target=""_blank"">Jeneen Interlandi writes</a>.</li><li>The Times Magazine asked 16 writers to bring pivotal moments in African-American history to life. <a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/african-american-poets.html"" target=""_blank"">Read Yaa Gyasi’s story “Bad Blood” here</a>.</li><li>The “1619” audio series is part of The 1619 Project, a major initiative from The Times observing the 400th anniversary of the beginning of American slavery. <a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/1619-america-slavery.html"" target=""_blank"">Read more from the project here</a>.</li></ul>","Sat, 14 Sep 2019 09:55:00 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/70b57b44-8279-436c-90be-b92dd74bb9e2.mp3']
The Third Democratic Debate,"<p>Just 10 candidates qualified for the stage in Houston, but that didn’t change some recurring themes: Joe Biden was again the target of fierce scrutiny, and health care was a central point of contention. But what else did we learn?</p><p>Guest: <a href=""https://www.nytimes.com/by/alexander-burns"" target=""_blank"">Alexander Burns</a>, who covers national politics for The New York Times.</p><p>For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. Background reading:</p><ul><li>Attacks on Mr. Biden highlighted the divide over the Obama legacy, with the former vice president <a href=""https://www.nytimes.com/2019/09/12/us/politics/democratic-presidential-debate-recap.html"" target=""_blank"">repeatedly invoking his old boss’s name</a>.</li><li>Many Democrats hoped that defeating an unpopular, rampaging president would be relatively simple. But party officials are wary of <a href=""https://www.nytimes.com/2019/09/12/us/politics/democratic-debate-candidates.html?searchResultPosition=1?smid=pc-thedaily"" target=""_blank"">some potential vulnerabilities that this debate re-emphasized</a>.</li><li><a href=""https://www.nytimes.com/2019/09/12/us/politics/september-democratic-debate-live.html"" target=""_blank"">Here are six takeaways</a> from the contest.</li></ul>","Fri, 13 Sep 2019 10:10:32 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/efcdb5ba-8fb2-4834-9498-e7b95b239ddc.mp3']
"An Interview With Andrew Yang, the Outsider at Tonight’s Democratic Debate","<p>Andrew Yang, a former tech executive, remains one of the least known candidates in a Democratic presidential field that includes senators, mayors, a governor and a former vice president. But by focusing on the potential impact of automation on jobs, he has attracted surprisingly loyal and passionate support. One of our technology writers has been following his campaign since before it officially began. Guests: Andrew Yang, a candidate for the Democratic presidential nomination; and <a href=""https://www.nytimes.com/by/kevin-roose"" target=""_blank"">Kevin Roose</a>, who writes about technology for The New York Times.</p><p>For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Armed with numbers, history lessons and the occasional self-deprecating joke, Mr. Yang has been preaching a grim gospel about automation.<a href=""https://www.nytimes.com/2019/09/06/us/politics/andrew-yang-2020.html?smid=pc-thedaily"" target=""_blank""> And voters are responding</a>.</li><li>The top 10 Democrats will share one stage for the first time starting at 8 p.m. Eastern.<a href=""https://www.nytimes.com/interactive/2019/09/11/us/politics/third-democratic-debate-abc.html?smid=pc-thedaily"" target=""_blank""> Here’s what to watch for</a>.</li></ul>","Thu, 12 Sep 2019 09:53:12 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/76918f8d-6fc1-4ef3-bbcf-d835a84777d5.mp3']
John Bolton Is Fired. Or Did He Resign?,"<p>John Bolton, the national security adviser, was ousted after fundamental disputes with President Trump over how to handle foreign policy challenges like Afghanistan, Iran and North Korea. But the two men disagreed about how they parted ways. Guest: Peter Baker, the chief White House correspondent for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:</p><ul><li>President Trump said he fired John Bolton; Mr. Bolton insisted that he had resigned. Regardless, they had<a href=""https://www.nytimes.com/2019/09/10/us/politics/john-bolton-national-security-adviser-trump.html?smid=pc-thedaily"" target=""_blank""> a fundamental disagreement over foreign policy</a>, most recently Afghanistan.</li><li>Mr. Trump is now looking for the fourth national security adviser of his presidency.<a href=""https://www.nytimes.com/2019/09/10/us/john-bolton-replacement.html?smid=pc-thedaily"" target=""_blank""> Here is a short list of possibilities</a>.</li></ul>","Wed, 11 Sep 2019 09:51:48 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/fd06b15f-4d05-446f-9da1-e33d8504f6d4.mp3']
A Historic Peace Plan Collapses,"<p>President Trump abruptly called off negotiations between the United States and the Taliban that could have ended the war in Afghanistan and canceled a secret meeting at Camp David. We look at how a historic peace deal went off the rails. Guest: Peter Baker, the chief White House correspondent for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:</p><ul><li>The United States and the Taliban, after nine rounds of painstaking negotiations in Doha, Qatar, appeared to have ironed out most of the issues between them. But President Trump<a href=""https://www.nytimes.com/2019/09/08/world/asia/afghanistan-trump-camp-david-taliban.html?smid=pc-thedaily"" target=""_blank""> canceled a secret meeting at Camp David and called off the talks</a>.</li><li><a href=""https://www.nytimes.com/2019/09/09/world/asia/taliban-talks-afghanistan-trump.html?smid=pc-thedaily"" target=""_blank"">What jarred many Afghans</a> was how a single attack and the death of one American, cited by Mr. Trump, could upend 10 months of negotiations.&nbsp;</li></ul>","Tue, 10 Sep 2019 09:53:03 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/739b3b88-1a8b-4398-b330-6ba6834a9d11.mp3']
Parliament Strikes Back in Britain,"<p>In a battle over what kind of democracy would prevail in Britain, Prime Minister Boris Johnson seemed to have gained the upper hand by cutting Parliament out of Brexit — until last week. Guest: Mark Landler, the London bureau chief of The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>In Washington, scarcely a handful of Republicans have stood up to President Trump. In comparison, Prime Minister Boris Johnson <a href=""https://www.nytimes.com/2019/09/08/us/politics/boris-johnson-trump.html?searchResultPosition=1?smid=pc-thedaily"" target=""_blank"">has found lawmakers in his Conservative Party to be much more rebellious</a>.</li><li>Mr. Johnson has received messages of support from President Trump, and there are some obvious parallels in the rise of the two leaders. But <a href=""https://www.nytimes.com/2019/09/05/world/europe/boris-johnson-pence-meeting.html?searchResultPosition=2?smid=pc-thedaily"" target=""_blank"">the “bromance” between Mr. Johnson and Mr. Trump</a> is more complex than it might seem.</li><li>Mr. Johnson’s chief aide, Dominic Cummings, <a href=""https://www.nytimes.com/2019/09/08/world/europe/dominic-cummings-brexit-boris-johnson.html?searchResultPosition=2?smid=pc-thedaily"" target=""_blank"">who appeared to revel in the feud with Parliament</a>, has become a lightning rod for criticism of the government’s strategy.</li></ul>","Mon, 09 Sep 2019 09:55:00 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/614a4940-861b-4996-83b2-173132c41462.mp3']
"‘1619,’ Episode 3: The Birth of American Music","<p>Today on “The Daily,” we present Episode 3 of “1619,” a New York Times audio series hosted by Nikole Hannah-Jones. You can find more information about it at <a href=""https://www.nytimes.com/2019/09/06/podcasts/1619-black-american-music-appropriation.html"" target=""_blank"">nytimes.com/1619podcast</a>.</p><p>Black music, forged in captivity, became the sound of complete artistic freedom. It also became the sound of America. Guest: Wesley Morris, a critic-at-large for The New York Times.</p><p><em>This episode contains explicit language.</em></p><p>Background reading:&nbsp;</p><ul><li>“The proliferation of black music across the planet — the proliferation, in so many senses, of being black — constitutes a magnificent joke on American racism,” <a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/music-black-culture-appropriation.html"" target=""_blank"">Wesley Morris writes</a>.</li><li>The “1619” audio series is part of The 1619 Project, a major initiative from The Times observing the 400th anniversary of the beginning of American slavery. <a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/1619-america-slavery.html"" target=""_blank"">Read more from the project here</a>.</li></ul>","Sat, 07 Sep 2019 10:00:00 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/18c55289-b1fb-49fb-8903-1d0c2328dd49.mp3']
The Secret Push to Strike Iran,"<p>For almost two decades, the United States and Israel have tried to stop Iran from developing nuclear weapons. Israeli leaders — including the current prime minister, Benjamin Netanyahu — have pushed for a military strike on Iran, a prospect that American presidents have long opposed. But a Times investigation reveals a secret history that shows how close the three countries came to war. Guest: Mark Mazzetti, a Washington investigative correspondent for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Interviews with dozens of current and former American, Israeli and European officials over several months <a href=""https://www.nytimes.com/2019/09/04/magazine/iran-strike-israel-america.html?smid=pc-thedaily"" target=""_blank"">reveal the startling details of a narrowly averted war</a> and raise questions about how President Trump will respond.</li><li>Moving further away from the 2015 nuclear agreement, Iran said on&nbsp; Thursday that it had <a href=""https://www.nytimes.com/2019/09/05/world/middleeast/iran-nuclear-deal-sanctions.html?smid=pc-thedaily"" target=""_blank"">stopped honoring the deal’s limits on research and development</a>.</li></ul><p><br></p>","Fri, 06 Sep 2019 09:53:18 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/1e96a192-5767-41c3-ae5e-87fdbda695c5.mp3']
Walmart Enters the Gun Control Debate,"<p>A month after a gunman killed 22 people at a Walmart store in El Paso, the nation’s largest retailer, said that it would stop selling ammunition used for handguns and military-style weapons and call on Congress to consider a new ban on assault rifles. We look at what Walmart’s move means, and how corporate America could play a role in curbing the epidemic of gun violence. Guest: Andrew Ross Sorkin, a financial columnist for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/2019/09/04/podcasts/the-daily/2020-election-democrats.html?rref=vanity"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Walmart, whose reach has reshaped communities nationwide, largely avoids publicly wading into politics. That made<a href=""https://www.nytimes.com/2019/09/03/business/walmart-guns-ammunition-sales.html?smid=pc-thedaily"" target=""_blank""> its decision to limit ammunition sales</a> even more notable.</li><li>The move by Doug McMillon, Walmart’s chief executive, “to engage in a meaningful conversation about responsible gun sales in America could give license to other business leaders to enter the conversation,”<a href=""https://www.nytimes.com/2019/09/03/business/walmart-ceo-guns.html?smid=pc-thedaily"" target=""_blank""> Andrew Ross Sorkin writes</a>.</li></ul><p><br></p><p><br></p><p>For more information on today’s episode, visit <a href=""https://www.nytimes.com/2019/09/04/podcasts/the-daily/2020-election-democrats.html?rref=vanity"" target=""_blank"">nytimes.com/thedaily</a>.</p>","Thu, 05 Sep 2019 10:10:21 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/a193b934-757c-4d6d-bee7-45dce5f5feca.mp3']
The Sudden-Death Phase of the Democratic Primary,"<p>The Democratic presidential race has entered a phase that is specifically designed to reward front-runners and push out lesser-known candidates. We look at how that will influence the campaign. Guest: Alexander Burns, who covers national politics for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background coverage:&nbsp;</p><ul><li>Which candidates are leading the Democratic primary? <a href=""https://www.nytimes.com/interactive/2020/us/elections/democratic-polls.html?smid=pc-thedaily"" target=""_blank"">Here’s a look at the state of the race</a>.</li><li>Listen to an episode of “The Daily” about the <a href=""https://www.nytimes.com/2019/08/02/podcasts/the-daily/democratic-debates-2020-election.html?smid=pc-thedaily"" target=""_blank"">intended and unintended consequences of the Democratic National Committee’s new debate qualifying rules</a>.</li></ul>","Wed, 04 Sep 2019 09:52:51 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/a877e89f-b480-4f5c-b4f7-375cb2b82196.mp3']
A Potential Peace Deal With the Taliban,"<p>After months of negotiations in Qatar, the United States appeared to have reached an agreement with the Taliban that could take a step to end America’s longest-running war. We spoke with our colleague about what he learned while covering the peace talks. Guest: Mujib Mashal, a senior correspondent for The New York Times based in Afghanistan. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background coverage:&nbsp;</p><ul><li>The American special envoy who led talks with the Taliban said that the United States<a href=""https://www.nytimes.com/2019/09/02/world/asia/us-withdrawal-afghanistan-taliban.html?smid=pc-thedaily"" target=""_blank""> had reached an agreement “in principle” with the Afghan insurgents</a>, but that final approval rested with President Trump.</li></ul>","Tue, 03 Sep 2019 09:50:06 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/7f0965bf-955e-4b16-b647-4b43d47b3fda.mp3']
"’1619,’ Episode 2: The Economy That Slavery Built","<p>Today on “The Daily,” we present Episode 2 of “1619,” a New York Times audio series hosted by Nikole Hannah-Jones. You can find more information about it at&nbsp;<a href=""https://www.nytimes.com/2019/08/30/podcasts/1619-slavery-cotton-capitalism.html"" target=""_blank"">nytimes.com/1619podcast</a>.</p><p>The institution of slavery turned a poor, fledgling nation into a financial powerhouse, and the cotton plantation was America’s first big business. Behind the system, and built into it, was the whip. Guests: Matthew Desmond, a contributing writer for The New York Times Magazine and the author of “Evicted,” and Jesmyn Ward, the author of “Sing, Unburied, Sing.”</p><p><em>This episode includes scenes of graphic violence.</em></p><p>Background reading:</p><ul><li>“As the large slave-labor camps grew increasingly efficient, enslaved black people became America’s first modern workers,”&nbsp;<a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/slavery-capitalism.html"" target=""_blank"">Matthew Desmond writes</a>.</li><li>The “1619” audio series is part of The 1619 Project, a major initiative from The Times observing the 400th anniversary of the beginning of American slavery.&nbsp;<a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/1619-america-slavery.html"" target=""_blank"">Read more from the project here</a>.</li></ul>","Sat, 31 Aug 2019 09:45:00 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/46534516-d2f1-491b-bc00-de70bfc19aa2.mp3']
Political Mayhem in Britain and Italy,"<p>Two battles over the meaning of democracy are now playing out in Europe. We look at the political power maneuvers this week in Britain and Italy. Guest: Katrin Bennhold, the Berlin bureau chief for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background coverage:&nbsp;</p><ul><li>Facing a furious backlash over <a href=""https://www.nytimes.com/2019/08/28/world/europe/british-parliament-suspended.html?smid=pc-thedaily"" target=""_blank"">his decision to suspend Parliament</a> next month, Prime Minister Boris Johnson of Britain <a href=""https://www.nytimes.com/2019/08/29/world/europe/boris-johnson-brexit-parliament-backlash.html?smid=pc-thedaily"" target=""_blank"">promised to speed up Brexit negotiations</a> with Brussels.</li><li>In Italy, two political parties that had been sworn political enemies struck a deal to <a href=""https://www.nytimes.com/2019/08/28/world/europe/italy-government-salvini.html"" target=""_blank"">form a new government that sidelined Matteo Salvini</a>, the hard-right leader.</li><li>Listen to “The Battle for Europe,” a series from “The Daily” with Katrin Bennhold about <a href=""https://www.nytimes.com/2019/06/10/podcasts/the-daily/europe-nationalism.html?smid=pc-thedaily"" target=""_blank"">the future of liberal democracy in the European Union</a>.</li></ul>","Fri, 30 Aug 2019 09:54:03 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/78955dd3-4b91-4dc9-86ff-dd05186aabda.mp3']
Why Uber Still Can’t Make a Profit,"<p>Uber transformed American transportation and changed the United States economy. But a decade after its founding, the once-swaggering company is losing more money and growing more slowly than ever. What happened? Guest: Mike Isaac, a technology reporter for The New York Times and the author of “<a href=""https://www.wwnorton.com/books/9780393652246/"" target=""_blank"">Super Pumped: The Battle for Uber</a>.” For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background coverage:&nbsp;</p><ul><li>The Uber of 2019 displays little of the braggadocio of its past, and <a href=""https://www.nytimes.com/2019/08/23/business/how-uber-got-lost.html?smid=pc-thedaily"" target=""_blank"">competitors and critics are moving in</a>.</li></ul>","Thu, 29 Aug 2019 09:52:25 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/767f6a49-147e-4ea1-935c-e6ba81811774.mp3']
Why the Amazon Is Burning,"<p>More than 26,000 fires have been recorded inside the Amazon rainforest in August alone, leading to global calls for action. But Brazil’s government has told the rest of the world to mind its own business. Guest: Ernesto Londoño, the Brazil bureau chief for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background coverage:&nbsp;</p><ul><li>Brazil <a href=""https://www.nytimes.com/2019/08/24/world/americas/amazon-rainforest-fires-military.html?smid=pc-thedaily"" target=""_blank"">began a military operation to battle the fires</a> after European leaders threatened to cancel a trade deal and calls to boycott Brazilian products spread on social media.</li><li>In many parts of Brazil, there is strong support for President Jair Bolsonaro’s Amazon policy, <a href=""https://www.nytimes.com/2019/08/26/world/americas/brazil-amazon-rainforest-fire.html?smid=pc-thedaily"" target=""_blank"">which prioritizes economic development over environmental protections</a>.</li><li>Here’s <a href=""https://www.nytimes.com/2019/08/23/world/americas/amazon-fire-brazil-bolsonaro.html?smid=pc-thedaily"" target=""_blank"">what we know about the fires</a>.&nbsp;</li></ul>","Wed, 28 Aug 2019 09:51:45 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/1a03dbf6-b2dc-4435-9937-53a9bb780037.mp3']
How the U.S.-China Trade War Hurts the Rest of the World,"<p>At the Group of 7 summit in France, President Trump seemed determined to prove that he can wage a trade war with China without hurting the economy. But there are already signs of distress. Guest: Peter S. Goodman, an economics correspondent for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background coverage:&nbsp;</p><ul><li>President Trump can confront China or expand the economy, but he <a href=""https://www.nytimes.com/2019/08/26/business/economy/trump-china-trade-war.html?smid=pc-thedaily"" target=""_blank"">can’t do both at the same time</a>, our economics correspondent writes in a news analysis.</li><li>Mr. Trump <a href=""https://www.nytimes.com/2019/08/26/world/europe/g7-trump-china-trade-war.html?smid=pc-thedaily"" target=""_blank"">shifted his tone on the trade war yet again</a> on Monday, calling President Xi Jinping of China a “great leader” three days after branding him an “enemy.”</li></ul>","Tue, 27 Aug 2019 09:53:25 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/033024cb-2f99-4bcd-9a5d-7b1016285d10.mp3']
The First Women to Report Jeffrey Epstein,"<p><em>This episode contains descriptions of sexual assault.&nbsp;</em></p><p>Nearly a decade before any police investigation into Jeffrey Epstein’s predatory actions toward young girls, two sisters came forward to say they had been lured in and abused by the financier and his companion, Ghislaine Maxwell. Now that he’s dead, the sisters are wrestling with what might have happened if someone had listened.</p><p>Guests: Mike Baker, a national correspondent for The New York Times, spoke with Maria and Annie Farmer, and shared their story with Natalie Kitroeff, a business reporter for The Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background coverage:&nbsp;</p><ul><li>The Farmer sisters <a href=""https://www.nytimes.com/2019/08/26/us/epstein-farmer-sisters-maxwell.html?smid=pc-thedaily"" target=""_blank"">spoke to The Times about their accusations</a>, offering a look at how Mr. Epstein, who killed himself in prison this month, managed to avoid significant scrutiny for years.</li></ul>","Mon, 26 Aug 2019 09:50:31 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/680b2782-434d-419c-a561-bac44558d41e.mp3']
"Introducing ‘1619,’ a New York Times Audio Series","<p>Four hundred years ago, in August 1619, a ship carrying more than 20 enslaved Africans arrived in the English colony of Virginia. No aspect of the country that would be formed here has been untouched by the 250 years of slavery that followed.</p><p>“1619,” a New York Times audio series, examines the long shadow of that fateful moment. Today, instead of our usual show, we present Episode 1: “The Fight for a True Democracy.”</p><p>Host: Nikole Hannah-Jones, who writes for The New York Times Magazine. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p><em>This episode includes scenes of graphic violence.</em></p><p>Background reading:</p><ul><li>“Without the idealistic, strenuous and patriotic efforts of black Americans, our democracy today would most likely look very different — it might not be a democracy at all,” <a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/black-history-american-democracy.html"" target=""_blank"">Nikole Hannah-Jones writes</a>.</li><li>The “1619” audio series is part of The 1619 Project, a major initiative from The Times observing the 400th anniversary of the beginning of American slavery. <a href=""https://www.nytimes.com/interactive/2019/08/14/magazine/1619-america-slavery.html"" target=""_blank"">Read more from the project here</a>.</li></ul>","Fri, 23 Aug 2019 09:52:19 -0000","['https://www.nytimes.com/2019/08/23/podcasts/the-daily/1619-project.html', 'https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/19a69894-d201-4872-b509-8b00cd2c1095.mp3']"
What the 2020 Campaign Sounds Like,"<p>Song playlists at presidential campaign rallies can be about more than music — they can reflect a candidate’s values, political platform, identity and target audience. We examine the role of these playlists in the 2020 campaign. Guest: Astead W. Herndon, who covers national politics for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:</p><ul><li>The Times analyzed playlists used by nine Democratic candidates and President Trump to see how they help set the tone for each campaign.<a href=""https://www.nytimes.com/interactive/2019/08/19/us/politics/presidential-campaign-songs-playlists.html"" target=""_blank""> Turn your sound on</a>.</li></ul>","Thu, 22 Aug 2019 09:56:35 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/6143db85-8d99-4479-a770-f0823630d024.mp3']
What American C.E.O.s Are Worried About,"<p>For decades, American corporations have prized profits for shareholders above all else. Now, the country’s most powerful chief executives say it’s time to do things differently. What’s driving that change? Guest: Andrew Ross Sorkin, a financial columnist for The New York Times. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Almost 200 chief executives, including the leaders of Apple, Pepsi and Walmart,<a href=""https://www.nytimes.com/2019/08/19/business/business-roundtable-ceos-corporations.html?smid=pc-thedaily"" target=""_blank""> argued that companies must invest in employees</a>, protect the environment and deliver value to customers.</li><li>Shareholder democracy seemed like a good idea at the time, but it hasn’t worked,<a href=""https://www.nytimes.com/2019/08/20/business/dealbook/business-roundtable-corporate-responsibility.html?smid=pc-thedaily"" target=""_blank""> Andrew Ross Sorkin writes in his latest column</a>.&nbsp;</li></ul>","Wed, 21 Aug 2019 09:52:59 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/eeb9613f-c5bd-4562-96e6-f5c817d74df8.mp3']
Senator Kirsten Gillibrand on Not Regretting Al Franken,"<p>Al Franken resigned from the Senate more than 18 months ago over allegations of sexual harassment. New reporting about those allegations has revived the debate over whether the Democratic Party — particularly senators currently seeking the presidency — moved too fast in calling for him to step down. In an interview, one of those senators, Kirsten Gillibrand, says absolutely not.</p><p>Guest: Senator Kirsten Gillibrand, a New York Democrat and 2020 presidential candidate. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Ms. Gillibrand’s stance on Mr. Franken’s departure<a href=""https://www.nytimes.com/2019/07/23/us/politics/al-franken-kirsten-gillibrand.html"" target=""_blank""> has come up persistently during her struggling presidential campaign</a>.</li><li>Our colleague Lisa Lerer interviewed Ms. Gillibrand for the<a href=""https://www.nytimes.com/2019/08/19/us/politics/on-politics-womens-poll-supermajority.html"" target=""_blank""> On Politics newsletter</a>.&nbsp;</li></ul>","Tue, 20 Aug 2019 09:54:27 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/ba97f716-f44e-4298-8305-6ed2b74a5be2.mp3']
Bankrolling the Anti-Immigration Movement,"<p>The New York Times investigated how Cordelia Scaife May, an heiress to the Mellon family’s banking and industrial fortune, used her wealth to sow the seeds of the modern anti-immigration movement — and of Trump administration policy. Guests: Natalie Kitroeff, a business reporter for The Times, spoke with Nicholas Kulish, who covers immigration issues. For more information on today’s episode, visit <a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Newly unearthed documents show<a href=""https://www.nytimes.com/2019/08/14/us/anti-immigration-cordelia-scaife-may.html"" target=""_blank""> how an environmental-minded socialite became a nativist</a> whose vision for strictly limiting immigration has, in many ways, reached a culmination in the Trump presidency.</li><li>Groups that Mrs. May funded shared policy proposals with the Trump campaign, sent staff members to join the administration and have close ties to<a href=""https://www.nytimes.com/2019/08/17/us/politics/stephen-miller-immigration-trump.html?smid=pc-thedaily"" target=""_blank""> Stephen Miller</a>, the architect of the president’s immigration agenda.</li></ul>","Mon, 19 Aug 2019 09:54:32 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/8b3ee035-812c-4c1b-ae8a-0d4bcaa4d756.mp3']
